Date,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Winner,home_team_rank,home_team_points,home_team_previous_points,away_team_rank,away_team_points,away_team_previous_points,Home Team Champion,Away Team Champion
1966-07-13,France,1.0,1.0,Mexico,0,4,1759.78,1764.85,13.0,1644.89,1649.57,1.0,0.0
1966-07-13,Portugal,3.0,1.0,Hungary,1,9,1676.56,1678.65,36.0,1492.2,1486.76,0.0,0.0
1966-07-13,Argentina,2.0,1.0,Spain,1,3,1773.88,1770.65,7.0,1715.22,1716.93,2.0,1.0
1966-07-13,Italy,2.0,0.0,Chile,1,6,1726.14,1713.86,29.0,1509.61,1514.86,4.0,0.0
1966-07-15,Uruguay,2.0,1.0,France,1,14,1638.71,1640.95,4.0,1759.78,1764.85,2.0,1.0
1966-07-15,Spain,2.0,1.0,Switzerland,1,7,1715.22,1716.93,15.0,1635.92,1621.43,1.0,0.0
1966-07-15,Hungary,3.0,1.0,Brazil,1,36,1492.2,1486.76,1.0,1841.3,1837.56,0.0,5.0
1966-07-15,Korea DPR,1.0,1.0,Chile,0,112,1169.96,1169.96,29.0,1509.61,1514.86,0.0,0.0
1966-07-16,Portugal,3.0,0.0,Bulgaria,1,9,1676.56,1678.65,72.0,1335.36,1325.16,0.0,0.0
1966-07-16,Germany,0.0,0.0,Argentina,0,11,1650.21,1658.96,3.0,1773.88,1770.65,4.0,2.0
1966-07-16,Russia,1.0,0.0,Italy,1,33,1496.11,1493.42,6.0,1726.14,1713.86,0.0,4.0
1966-07-16,England,2.0,0.0,Mexico,1,5,1728.47,1737.46,13.0,1644.89,1649.57,1.0,0.0
1966-07-19,Uruguay,0.0,0.0,Mexico,0,14,1638.71,1640.95,13.0,1644.89,1649.57,2.0,0.0
1966-07-19,Argentina,2.0,0.0,Switzerland,1,3,1773.88,1770.65,15.0,1635.92,1621.43,2.0,0.0
1966-07-19,Portugal,3.0,1.0,Brazil,1,9,1676.56,1678.65,1.0,1841.3,1837.56,0.0,5.0
1966-07-19,Korea DPR,1.0,0.0,Italy,1,112,1169.96,1169.96,6.0,1726.14,1713.86,0.0,4.0
1966-07-20,England,2.0,0.0,France,1,5,1728.47,1737.46,4.0,1759.78,1764.85,1.0,1.0
1966-07-20,Hungary,3.0,1.0,Bulgaria,1,36,1492.2,1486.76,72.0,1335.36,1325.16,0.0,0.0
1966-07-20,Germany,2.0,1.0,Spain,1,11,1650.21,1658.96,7.0,1715.22,1716.93,4.0,1.0
1966-07-20,Russia,2.0,1.0,Chile,1,33,1496.11,1493.42,29.0,1509.61,1514.86,0.0,0.0
1966-07-23,England,1.0,0.0,Argentina,1,5,1728.47,1737.46,3.0,1773.88,1770.65,1.0,2.0
1966-07-23,Germany,4.0,0.0,Uruguay,1,11,1650.21,1658.96,14.0,1638.71,1640.95,4.0,2.0
1966-07-23,Russia,2.0,1.0,Hungary,1,33,1496.11,1493.42,36.0,1492.2,1486.76,0.0,0.0
1966-07-23,Portugal,5.0,3.0,Korea DPR,1,9,1676.56,1678.65,112.0,1169.96,1169.96,0.0,0.0
1966-07-25,Germany,2.0,1.0,Russia,1,11,1650.21,1658.96,33.0,1496.11,1493.42,4.0,0.0
1966-07-26,England,2.0,1.0,Portugal,1,5,1728.47,1737.46,9.0,1676.56,1678.65,1.0,0.0
1966-07-28,Portugal,2.0,1.0,Russia,1,9,1676.56,1678.65,33.0,1496.11,1493.42,0.0,0.0
1966-07-30,England,4.0,2.0,Germany,1,5,1728.47,1737.46,11.0,1650.21,1658.96,1.0,4.0
1970-05-31,Mexico,0.0,0.0,Russia,0,13,1644.89,1649.57,33.0,1496.11,1493.42,0.0,0.0
1970-06-02,Uruguay,2.0,0.0,Israel,1,14,1638.71,1640.95,76.0,1316.55,1316.35,2.0,0.0
1970-06-02,Peru,3.0,2.0,Bulgaria,1,23,1561.01,1562.24,72.0,1335.36,1325.16,0.0,0.0
1970-06-02,England,1.0,0.0,Romania,1,5,1728.47,1737.46,53.0,1434.68,1427.84,1.0,0.0
1970-06-03,Italy,1.0,0.0,Sweden,1,6,1726.14,1713.86,25.0,1553.33,1563.44,4.0,0.0
1970-06-03,Germany,2.0,1.0,Morocco,1,11,1650.21,1658.96,22.0,1563.5,1558.35,4.0,0.0
1970-06-03,Brazil,4.0,1.0,Czechoslovakia,1,1,1841.3,1837.56,64.0,24.0,24.0,5.0,0.0
1970-06-03,Brazil,4.0,1.0,Czechoslovakia,1,1,1841.3,1837.56,64.0,24.0,24.0,5.0,0.0
1970-06-03,Belgium,3.0,0.0,El Salvador,1,2,1816.71,1821.92,74.0,1330.51,1333.48,0.0,0.0
1970-06-06,Uruguay,0.0,0.0,Italy,0,14,1638.71,1640.95,6.0,1726.14,1713.86,2.0,4.0
1970-06-06,Peru,3.0,0.0,Morocco,1,23,1561.01,1562.24,22.0,1563.5,1558.35,0.0,0.0
1970-06-06,Romania,2.0,1.0,Czechoslovakia,1,53,1434.68,1427.84,64.0,24.0,24.0,0.0,0.0
1970-06-06,Romania,2.0,1.0,Czechoslovakia,1,53,1434.68,1427.84,64.0,24.0,24.0,0.0,0.0
1970-06-06,Russia,4.0,1.0,Belgium,1,33,1496.11,1493.42,2.0,1816.71,1821.92,0.0,0.0
1970-06-07,Sweden,1.0,1.0,Israel,0,25,1553.33,1563.44,76.0,1316.55,1316.35,0.0,0.0
1970-06-07,Germany,5.0,2.0,Bulgaria,1,11,1650.21,1658.96,72.0,1335.36,1325.16,4.0,0.0
1970-06-07,Brazil,1.0,0.0,England,1,1,1841.3,1837.56,5.0,1728.47,1737.46,5.0,1.0
1970-06-07,Mexico,4.0,0.0,El Salvador,1,13,1644.89,1649.57,74.0,1330.51,1333.48,0.0,0.0
1970-06-10,Sweden,1.0,0.0,Uruguay,1,25,1553.33,1563.44,14.0,1638.71,1640.95,0.0,2.0
1970-06-10,Germany,3.0,1.0,Peru,1,11,1650.21,1658.96,23.0,1561.01,1562.24,4.0,0.0
1970-06-10,Brazil,3.0,2.0,Romania,1,1,1841.3,1837.56,53.0,1434.68,1427.84,5.0,0.0
1970-06-10,Russia,2.0,0.0,El Salvador,1,33,1496.11,1493.42,74.0,1330.51,1333.48,0.0,0.0
1970-06-11,Italy,0.0,0.0,Israel,0,6,1726.14,1713.86,76.0,1316.55,1316.35,4.0,0.0
1970-06-11,Bulgaria,1.0,1.0,Morocco,0,72,1335.36,1325.16,22.0,1563.5,1558.35,0.0,0.0
1970-06-11,England,1.0,0.0,Czechoslovakia,1,5,1728.47,1737.46,64.0,24.0,24.0,1.0,0.0
1970-06-11,England,1.0,0.0,Czechoslovakia,1,5,1728.47,1737.46,64.0,24.0,24.0,1.0,0.0
1970-06-11,Mexico,1.0,0.0,Belgium,1,13,1644.89,1649.57,2.0,1816.71,1821.92,0.0,0.0
1970-06-14,Italy,4.0,1.0,Mexico,1,6,1726.14,1713.86,13.0,1644.89,1649.57,4.0,0.0
1970-06-14,Germany,3.0,2.0,England,1,11,1650.21,1658.96,5.0,1728.47,1737.46,4.0,1.0
1970-06-14,Brazil,4.0,2.0,Peru,1,1,1841.3,1837.56,23.0,1561.01,1562.24,5.0,0.0
1970-06-14,Uruguay,1.0,0.0,Russia,1,14,1638.71,1640.95,33.0,1496.11,1493.42,2.0,0.0
1970-06-17,Brazil,3.0,1.0,Uruguay,1,1,1841.3,1837.56,14.0,1638.71,1640.95,5.0,2.0
1970-06-17,Italy,4.0,3.0,Germany,1,6,1726.14,1713.86,11.0,1650.21,1658.96,4.0,4.0
1970-06-20,Germany,1.0,0.0,Uruguay,1,11,1650.21,1658.96,14.0,1638.71,1640.95,4.0,2.0
1970-06-21,Brazil,4.0,1.0,Italy,1,1,1841.3,1837.56,6.0,1726.14,1713.86,5.0,4.0
1974-06-13,Brazil,0.0,0.0,Yugoslavia,0,1,1841.3,1837.56,6.0,64.0,64.0,5.0,0.0
1974-06-13,Brazil,0.0,0.0,Yugoslavia,0,1,1841.3,1837.56,6.0,64.0,64.0,5.0,0.0
1974-06-14,Germany,1.0,0.0,Chile,1,11,1650.21,1658.96,29.0,1509.61,1514.86,4.0,0.0
1974-06-14,German DR,2.0,0.0,Australia,1,45,0.0,0.0,38.0,1488.72,1483.73,0.0,0.0
1974-06-14,German DR,2.0,0.0,Australia,1,45,0.0,0.0,38.0,1488.72,1483.73,0.0,0.0
1974-06-14,Congo DR,0.0,2.0,Scotland,2,73,1333.92,1332.84,40.0,1479.53,1462.96,0.0,0.0
1974-06-15,Uruguay,0.0,2.0,Netherlands,2,14,1638.71,1640.95,8.0,1694.51,1679.41,2.0,0.0
1974-06-15,Sweden,0.0,0.0,Bulgaria,0,25,1553.33,1563.44,72.0,1335.36,1325.16,0.0,0.0
1974-06-15,Italy,3.0,1.0,Haiti,1,6,1726.14,1713.86,87.0,1269.07,1269.07,4.0,0.0
1974-06-15,Poland,3.0,2.0,Argentina,1,26,1548.59,1546.18,3.0,1773.88,1770.65,0.0,2.0
1974-06-18,Australia,0.0,3.0,Germany,2,38,1488.72,1483.73,11.0,1650.21,1658.96,0.0,4.0
1974-06-18,Scotland,0.0,0.0,Brazil,0,40,1479.53,1462.96,1.0,1841.3,1837.56,0.0,5.0
1974-06-18,Chile,1.0,1.0,German DR,0,29,1509.61,1514.86,45.0,0.0,0.0,0.0,0.0
1974-06-18,Chile,1.0,1.0,German DR,0,29,1509.61,1514.86,45.0,0.0,0.0,0.0,0.0
1974-06-18,Yugoslavia,9.0,0.0,Congo DR,1,6,64.0,64.0,73.0,1333.92,1332.84,0.0,0.0
1974-06-18,Yugoslavia,9.0,0.0,Congo DR,1,6,64.0,64.0,73.0,1333.92,1332.84,0.0,0.0
1974-06-19,Netherlands,0.0,0.0,Sweden,0,8,1694.51,1679.41,25.0,1553.33,1563.44,0.0,0.0
1974-06-19,Bulgaria,1.0,1.0,Uruguay,0,72,1335.36,1325.16,14.0,1638.71,1640.95,0.0,2.0
1974-06-19,Haiti,0.0,7.0,Poland,2,87,1269.07,1269.07,26.0,1548.59,1546.18,0.0,0.0
1974-06-19,Argentina,1.0,1.0,Italy,0,3,1773.88,1770.65,6.0,1726.14,1713.86,2.0,4.0
1974-06-22,Scotland,1.0,1.0,Yugoslavia,0,40,1479.53,1462.96,6.0,64.0,64.0,0.0,0.0
1974-06-22,Scotland,1.0,1.0,Yugoslavia,0,40,1479.53,1462.96,6.0,64.0,64.0,0.0,0.0
1974-06-22,Australia,0.0,0.0,Chile,0,38,1488.72,1483.73,29.0,1509.61,1514.86,0.0,0.0
1974-06-22,Congo DR,0.0,3.0,Brazil,2,73,1333.92,1332.84,1.0,1841.3,1837.56,0.0,5.0
1974-06-22,German DR,1.0,0.0,Germany,1,45,0.0,0.0,11.0,1650.21,1658.96,0.0,4.0
1974-06-22,German DR,1.0,0.0,Germany,1,45,0.0,0.0,11.0,1650.21,1658.96,0.0,4.0
1974-06-23,Bulgaria,1.0,4.0,Netherlands,2,72,1335.36,1325.16,8.0,1694.51,1679.41,0.0,0.0
1974-06-23,Argentina,4.0,1.0,Haiti,1,3,1773.88,1770.65,87.0,1269.07,1269.07,2.0,0.0
1974-06-23,Sweden,3.0,0.0,Uruguay,1,25,1553.33,1563.44,14.0,1638.71,1640.95,0.0,2.0
1974-06-23,Poland,2.0,1.0,Italy,1,26,1548.59,1546.18,6.0,1726.14,1713.86,0.0,4.0
1974-06-26,Yugoslavia,0.0,2.0,Germany,2,6,64.0,64.0,11.0,1650.21,1658.96,0.0,4.0
1974-06-26,Yugoslavia,0.0,2.0,Germany,2,6,64.0,64.0,11.0,1650.21,1658.96,0.0,4.0
1974-06-26,Brazil,1.0,0.0,German DR,1,1,1841.3,1837.56,45.0,0.0,0.0,5.0,0.0
1974-06-26,Brazil,1.0,0.0,German DR,1,1,1841.3,1837.56,45.0,0.0,0.0,5.0,0.0
1974-06-26,Netherlands,4.0,0.0,Argentina,1,8,1694.51,1679.41,3.0,1773.88,1770.65,0.0,2.0
1974-06-26,Sweden,0.0,1.0,Poland,2,25,1553.33,1563.44,26.0,1548.59,1546.18,0.0,0.0
1974-06-30,Argentina,1.0,2.0,Brazil,2,3,1773.88,1770.65,1.0,1841.3,1837.56,2.0,5.0
1974-06-30,Poland,2.0,1.0,Yugoslavia,1,26,1548.59,1546.18,6.0,64.0,64.0,0.0,0.0
1974-06-30,Poland,2.0,1.0,Yugoslavia,1,26,1548.59,1546.18,6.0,64.0,64.0,0.0,0.0
1974-06-30,German DR,0.0,2.0,Netherlands,2,45,0.0,0.0,8.0,1694.51,1679.41,0.0,0.0
1974-06-30,German DR,0.0,2.0,Netherlands,2,45,0.0,0.0,8.0,1694.51,1679.41,0.0,0.0
1974-06-30,Germany,4.0,2.0,Sweden,1,11,1650.21,1658.96,25.0,1553.33,1563.44,4.0,0.0
1974-07-03,Poland,0.0,1.0,Germany,2,26,1548.59,1546.18,11.0,1650.21,1658.96,0.0,4.0
1974-07-03,Netherlands,2.0,0.0,Brazil,1,8,1694.51,1679.41,1.0,1841.3,1837.56,0.0,5.0
1974-07-03,Argentina,1.0,1.0,German DR,0,3,1773.88,1770.65,45.0,0.0,0.0,2.0,0.0
1974-07-03,Argentina,1.0,1.0,German DR,0,3,1773.88,1770.65,45.0,0.0,0.0,2.0,0.0
1974-07-03,Sweden,2.0,1.0,Yugoslavia,1,25,1553.33,1563.44,6.0,64.0,64.0,0.0,0.0
1974-07-03,Sweden,2.0,1.0,Yugoslavia,1,25,1553.33,1563.44,6.0,64.0,64.0,0.0,0.0
1974-07-06,Brazil,0.0,1.0,Poland,2,1,1841.3,1837.56,26.0,1548.59,1546.18,5.0,0.0
1974-07-07,Netherlands,1.0,2.0,Germany,2,8,1694.51,1679.41,11.0,1650.21,1658.96,0.0,4.0
1978-06-01,Germany,0.0,0.0,Poland,0,11,1650.21,1658.96,26.0,1548.59,1546.18,4.0,0.0
1978-06-02,Italy,2.0,1.0,France,1,6,1726.14,1713.86,4.0,1759.78,1764.85,4.0,1.0
1978-06-02,Tunisia,3.0,1.0,Mexico,1,30,1507.54,1507.86,13.0,1644.89,1649.57,0.0,0.0
1978-06-02,Argentina,2.0,1.0,Hungary,1,3,1773.88,1770.65,36.0,1492.2,1486.76,2.0,0.0
1978-06-03,Sweden,1.0,1.0,Brazil,0,25,1553.33,1563.44,1.0,1841.3,1837.56,0.0,5.0
1978-06-03,Austria,2.0,1.0,Spain,1,34,1492.95,1502.47,7.0,1715.22,1716.93,0.0,1.0
1978-06-03,Peru,3.0,1.0,Scotland,1,23,1561.01,1562.24,40.0,1479.53,1462.96,0.0,0.0
1978-06-03,Netherlands,3.0,0.0,Iran,1,8,1694.51,1679.41,20.0,1564.61,1558.64,0.0,0.0
1978-06-06,Italy,3.0,1.0,Hungary,1,6,1726.14,1713.86,36.0,1492.2,1486.76,4.0,0.0
1978-06-06,Poland,1.0,0.0,Tunisia,1,26,1548.59,1546.18,30.0,1507.54,1507.86,0.0,0.0
1978-06-06,Germany,6.0,0.0,Mexico,1,11,1650.21,1658.96,13.0,1644.89,1649.57,4.0,0.0
1978-06-06,Argentina,2.0,1.0,France,1,3,1773.88,1770.65,4.0,1759.78,1764.85,2.0,1.0
1978-06-07,Brazil,0.0,0.0,Spain,0,1,1841.3,1837.56,7.0,1715.22,1716.93,5.0,1.0
1978-06-07,Austria,1.0,0.0,Sweden,1,34,1492.95,1502.47,25.0,1553.33,1563.44,0.0,0.0
1978-06-07,Scotland,1.0,1.0,Iran,0,40,1479.53,1462.96,20.0,1564.61,1558.64,0.0,0.0
1978-06-07,Netherlands,0.0,0.0,Peru,0,8,1694.51,1679.41,23.0,1561.01,1562.24,0.0,0.0
1978-06-10,France,3.0,1.0,Hungary,1,4,1759.78,1764.85,36.0,1492.2,1486.76,1.0,0.0
1978-06-10,Poland,3.0,1.0,Mexico,1,26,1548.59,1546.18,13.0,1644.89,1649.57,0.0,0.0
1978-06-10,Germany,0.0,0.0,Tunisia,0,11,1650.21,1658.96,30.0,1507.54,1507.86,4.0,0.0
1978-06-10,Italy,1.0,0.0,Argentina,1,6,1726.14,1713.86,3.0,1773.88,1770.65,4.0,2.0
1978-06-11,Brazil,1.0,0.0,Austria,1,1,1841.3,1837.56,34.0,1492.95,1502.47,5.0,0.0
1978-06-11,Spain,1.0,0.0,Sweden,1,7,1715.22,1716.93,25.0,1553.33,1563.44,1.0,0.0
1978-06-11,Peru,4.0,1.0,Iran,1,23,1561.01,1562.24,20.0,1564.61,1558.64,0.0,0.0
1978-06-11,Scotland,3.0,2.0,Netherlands,1,40,1479.53,1462.96,8.0,1694.51,1679.41,0.0,0.0
1978-06-14,Germany,0.0,0.0,Italy,0,11,1650.21,1658.96,6.0,1726.14,1713.86,4.0,4.0
1978-06-14,Netherlands,5.0,1.0,Austria,1,8,1694.51,1679.41,34.0,1492.95,1502.47,0.0,0.0
1978-06-14,Brazil,3.0,0.0,Peru,1,1,1841.3,1837.56,23.0,1561.01,1562.24,5.0,0.0
1978-06-14,Argentina,2.0,0.0,Poland,1,3,1773.88,1770.65,26.0,1548.59,1546.18,2.0,0.0
1978-06-18,Poland,1.0,0.0,Peru,1,26,1548.59,1546.18,23.0,1561.01,1562.24,0.0,0.0
1978-06-18,Italy,1.0,0.0,Austria,1,6,1726.14,1713.86,34.0,1492.95,1502.47,4.0,0.0
1978-06-18,Germany,2.0,2.0,Netherlands,0,11,1650.21,1658.96,8.0,1694.51,1679.41,4.0,0.0
1978-06-18,Argentina,0.0,0.0,Brazil,0,3,1773.88,1770.65,1.0,1841.3,1837.56,2.0,5.0
1978-06-21,Netherlands,2.0,1.0,Italy,1,8,1694.51,1679.41,6.0,1726.14,1713.86,0.0,4.0
1978-06-21,Austria,3.0,2.0,Germany,1,34,1492.95,1502.47,11.0,1650.21,1658.96,0.0,4.0
1978-06-21,Brazil,3.0,1.0,Poland,1,1,1841.3,1837.56,26.0,1548.59,1546.18,5.0,0.0
1978-06-21,Argentina,6.0,0.0,Peru,1,3,1773.88,1770.65,23.0,1561.01,1562.24,2.0,0.0
1978-06-24,Brazil,2.0,1.0,Italy,1,1,1841.3,1837.56,6.0,1726.14,1713.86,5.0,4.0
1978-06-25,Argentina,3.0,1.0,Netherlands,1,3,1773.88,1770.65,8.0,1694.51,1679.41,2.0,0.0
1982-06-13,Argentina,0.0,1.0,Belgium,2,3,1773.88,1770.65,2.0,1816.71,1821.92,2.0,0.0
1982-06-14,Italy,0.0,0.0,Poland,0,6,1726.14,1713.86,26.0,1548.59,1546.18,4.0,0.0
1982-06-14,Brazil,2.0,1.0,Russia,1,1,1841.3,1837.56,33.0,1496.11,1493.42,5.0,0.0
1982-06-15,Peru,0.0,0.0,Cameroon,0,23,1561.01,1562.24,43.0,1471.44,1484.95,0.0,0.0
1982-06-15,Hungary,10.0,1.0,El Salvador,1,36,1492.2,1486.76,74.0,1330.51,1333.48,0.0,0.0
1982-06-15,Scotland,5.0,2.0,New Zealand,1,40,1479.53,1462.96,105.0,1193.98,1198.96,0.0,0.0
1982-06-16,Germany,1.0,2.0,Algeria,2,11,1650.21,1658.96,37.0,1489.1,1480.59,4.0,0.0
1982-06-16,England,3.0,1.0,France,1,5,1728.47,1737.46,4.0,1759.78,1764.85,1.0,1.0
1982-06-16,Spain,1.0,1.0,Honduras,0,7,1715.22,1716.93,80.0,1301.98,1299.69,1.0,0.0
1982-06-17,Chile,0.0,1.0,Austria,2,29,1509.61,1514.86,34.0,1492.95,1502.47,0.0,0.0
1982-06-17,Czechoslovakia,1.0,1.0,Kuwait,0,64,24.0,24.0,149.0,1053.41,1053.41,0.0,0.0
1982-06-17,Czechoslovakia,1.0,1.0,Kuwait,0,64,24.0,24.0,149.0,1053.41,1053.41,0.0,0.0
1982-06-17,Yugoslavia,0.0,0.0,Northern Ireland,0,6,64.0,64.0,59.0,1396.55,1399.1,0.0,0.0
1982-06-17,Yugoslavia,0.0,0.0,Northern Ireland,0,6,64.0,64.0,59.0,1396.55,1399.1,0.0,0.0
1982-06-18,Italy,1.0,1.0,Peru,0,6,1726.14,1713.86,23.0,1561.01,1562.24,4.0,0.0
1982-06-18,Argentina,4.0,1.0,Hungary,1,3,1773.88,1770.65,36.0,1492.2,1486.76,2.0,0.0
1982-06-18,Brazil,4.0,1.0,Scotland,1,1,1841.3,1837.56,40.0,1479.53,1462.96,5.0,0.0
1982-06-19,Poland,0.0,0.0,Cameroon,0,26,1548.59,1546.18,43.0,1471.44,1484.95,0.0,0.0
1982-06-19,Belgium,1.0,0.0,El Salvador,1,2,1816.71,1821.92,74.0,1330.51,1333.48,0.0,0.0
1982-06-19,Russia,3.0,0.0,New Zealand,1,33,1496.11,1493.42,105.0,1193.98,1198.96,0.0,0.0
1982-06-20,Germany,4.0,1.0,Chile,1,11,1650.21,1658.96,29.0,1509.61,1514.86,4.0,0.0
1982-06-20,England,2.0,0.0,Czechoslovakia,1,5,1728.47,1737.46,64.0,24.0,24.0,1.0,0.0
1982-06-20,England,2.0,0.0,Czechoslovakia,1,5,1728.47,1737.46,64.0,24.0,24.0,1.0,0.0
1982-06-20,Spain,2.0,1.0,Yugoslavia,1,7,1715.22,1716.93,6.0,64.0,64.0,1.0,0.0
1982-06-20,Spain,2.0,1.0,Yugoslavia,1,7,1715.22,1716.93,6.0,64.0,64.0,1.0,0.0
1982-06-21,Algeria,0.0,2.0,Austria,2,37,1489.1,1480.59,34.0,1492.95,1502.47,0.0,0.0
1982-06-21,France,4.0,1.0,Kuwait,1,4,1759.78,1764.85,149.0,1053.41,1053.41,1.0,0.0
1982-06-21,Honduras,1.0,1.0,Northern Ireland,0,80,1301.98,1299.69,59.0,1396.55,1399.1,0.0,0.0
1982-06-22,Poland,5.0,1.0,Peru,1,26,1548.59,1546.18,23.0,1561.01,1562.24,0.0,0.0
1982-06-22,Belgium,1.0,1.0,Hungary,0,2,1816.71,1821.92,36.0,1492.2,1486.76,0.0,0.0
1982-06-22,Russia,2.0,2.0,Scotland,0,33,1496.11,1493.42,40.0,1479.53,1462.96,0.0,0.0
1982-06-23,Italy,1.0,1.0,Cameroon,0,6,1726.14,1713.86,43.0,1471.44,1484.95,4.0,0.0
1982-06-23,Argentina,2.0,0.0,El Salvador,1,3,1773.88,1770.65,74.0,1330.51,1333.48,2.0,0.0
1982-06-23,Brazil,4.0,0.0,New Zealand,1,1,1841.3,1837.56,105.0,1193.98,1198.96,5.0,0.0
1982-06-24,Algeria,3.0,2.0,Chile,1,37,1489.1,1480.59,29.0,1509.61,1514.86,0.0,0.0
1982-06-24,France,1.0,1.0,Czechoslovakia,0,4,1759.78,1764.85,64.0,24.0,24.0,1.0,0.0
1982-06-24,France,1.0,1.0,Czechoslovakia,0,4,1759.78,1764.85,64.0,24.0,24.0,1.0,0.0
1982-06-24,Honduras,0.0,1.0,Yugoslavia,2,80,1301.98,1299.69,6.0,64.0,64.0,0.0,0.0
1982-06-24,Honduras,0.0,1.0,Yugoslavia,2,80,1301.98,1299.69,6.0,64.0,64.0,0.0,0.0
1982-06-25,Germany,1.0,0.0,Austria,1,11,1650.21,1658.96,34.0,1492.95,1502.47,4.0,0.0
1982-06-25,England,1.0,0.0,Kuwait,1,5,1728.47,1737.46,149.0,1053.41,1053.41,1.0,0.0
1982-06-25,Northern Ireland,1.0,0.0,Spain,1,59,1396.55,1399.1,7.0,1715.22,1716.93,0.0,1.0
1982-06-28,Austria,0.0,1.0,France,2,34,1492.95,1502.47,4.0,1759.78,1764.85,0.0,1.0
1982-06-28,Poland,3.0,0.0,Belgium,1,26,1548.59,1546.18,2.0,1816.71,1821.92,0.0,0.0
1982-06-29,Italy,2.0,1.0,Argentina,1,6,1726.14,1713.86,3.0,1773.88,1770.65,4.0,2.0
1982-06-29,Germany,0.0,0.0,England,0,11,1650.21,1658.96,5.0,1728.47,1737.46,4.0,1.0
1982-07-01,Austria,2.0,2.0,Northern Ireland,0,34,1492.95,1502.47,59.0,1396.55,1399.1,0.0,0.0
1982-07-01,Belgium,0.0,1.0,Russia,2,2,1816.71,1821.92,33.0,1496.11,1493.42,0.0,0.0
1982-07-02,Argentina,1.0,3.0,Brazil,2,3,1773.88,1770.65,1.0,1841.3,1837.56,2.0,5.0
1982-07-02,Germany,2.0,1.0,Spain,1,11,1650.21,1658.96,7.0,1715.22,1716.93,4.0,1.0
1982-07-04,France,4.0,1.0,Northern Ireland,1,4,1759.78,1764.85,59.0,1396.55,1399.1,1.0,0.0
1982-07-04,Poland,0.0,0.0,Russia,0,26,1548.59,1546.18,33.0,1496.11,1493.42,0.0,0.0
1982-07-05,Italy,3.0,2.0,Brazil,1,6,1726.14,1713.86,1.0,1841.3,1837.56,4.0,5.0
1982-07-05,Spain,0.0,0.0,England,0,7,1715.22,1716.93,5.0,1728.47,1737.46,1.0,1.0
1982-07-08,Poland,0.0,2.0,Italy,2,26,1548.59,1546.18,6.0,1726.14,1713.86,0.0,4.0
1982-07-08,Germany,3.0,3.0,France,0,11,1650.21,1658.96,4.0,1759.78,1764.85,4.0,1.0
1982-07-10,Poland,3.0,2.0,France,1,26,1548.59,1546.18,4.0,1759.78,1764.85,0.0,1.0
1982-07-11,Italy,3.0,1.0,Germany,1,6,1726.14,1713.86,11.0,1650.21,1658.96,4.0,4.0
1986-05-31,Bulgaria,1.0,1.0,Italy,0,72,1335.36,1325.16,6.0,1726.14,1713.86,0.0,4.0
1986-06-01,Canada,0.0,1.0,France,2,41,1475.0,1473.82,4.0,1759.78,1764.85,0.0,1.0
1986-06-01,Spain,0.0,1.0,Brazil,2,7,1715.22,1716.93,1.0,1841.3,1837.56,1.0,5.0
1986-06-02,Russia,6.0,0.0,Hungary,1,33,1496.11,1493.42,36.0,1492.2,1486.76,0.0,0.0
1986-06-02,Argentina,3.0,1.0,Korea Republic,1,3,1773.88,1770.65,28.0,1530.3,1526.02,2.0,0.0
1986-06-02,Morocco,0.0,0.0,Poland,0,22,1563.5,1558.35,26.0,1548.59,1546.18,0.0,0.0
1986-06-03,Algeria,1.0,1.0,Northern Ireland,0,37,1489.1,1480.59,59.0,1396.55,1399.1,0.0,0.0
1986-06-03,Belgium,1.0,2.0,Mexico,2,2,1816.71,1821.92,13.0,1644.89,1649.57,0.0,0.0
1986-06-03,Portugal,1.0,0.0,England,1,9,1676.56,1678.65,5.0,1728.47,1737.46,0.0,1.0
1986-06-04,Paraguay,1.0,0.0,Iraq,1,47,1448.77,1440.13,68.0,1343.01,1338.91,0.0,0.0
1986-06-04,Scotland,0.0,1.0,Denmark,2,40,1479.53,1462.96,10.0,1666.57,1665.47,0.0,0.0
1986-06-04,Uruguay,1.0,1.0,Germany,0,14,1638.71,1640.95,11.0,1650.21,1658.96,2.0,4.0
1986-06-05,Italy,1.0,1.0,Argentina,0,6,1726.14,1713.86,3.0,1773.88,1770.65,4.0,2.0
1986-06-05,France,1.0,1.0,Russia,0,4,1759.78,1764.85,33.0,1496.11,1493.42,1.0,0.0
1986-06-05,Korea Republic,1.0,1.0,Bulgaria,0,28,1530.3,1526.02,72.0,1335.36,1325.16,0.0,0.0
1986-06-06,Hungary,2.0,0.0,Canada,1,36,1492.2,1486.76,41.0,1475.0,1473.82,0.0,0.0
1986-06-06,Brazil,1.0,0.0,Algeria,1,1,1841.3,1837.56,37.0,1489.1,1480.59,5.0,0.0
1986-06-06,England,0.0,0.0,Morocco,0,5,1728.47,1737.46,22.0,1563.5,1558.35,1.0,0.0
1986-06-07,Northern Ireland,1.0,2.0,Spain,2,59,1396.55,1399.1,7.0,1715.22,1716.93,0.0,1.0
1986-06-07,Mexico,1.0,1.0,Paraguay,0,13,1644.89,1649.57,47.0,1448.77,1440.13,0.0,0.0
1986-06-07,Poland,1.0,0.0,Portugal,1,26,1548.59,1546.18,9.0,1676.56,1678.65,0.0,0.0
